stop_date,stop_time,lat,lng,driver_age,driver_race,driver_gender,is_arrested,citation_issued,warning_issued,stop_outcome,persom_searched,search_vehicle,search_conducted,search_basis,violation
13/10/13,15:21:00,41.7321894,-72.69976,38,Hispanic,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
24/10/13,1:12:00,41.7646207,-72.6953618,20,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Defective Lights
26/10/13,10:06:00,41.747837,-72.712933,26,White,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Traffic Control Signal
26/10/13,18:06:00,41.748069,-72.7126412,26,White,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Traffic Control Signal
26/10/13,19:56:00,41.7539448,-72.693278,39,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
26/10/13,21:57:00,41.7625116,-72.6969856,51,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Traffic Control Signal
26/10/13,22:08:00,41.761622,-72.6904379,34,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
29/10/13,13:18:00,41.7443086,-72.698287,24,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Moving Violation
29/10/13,13:50:00,41.7554045,-72.6791031,37,White,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
30/10/13,11:57:00,41.7544357,-72.6870839,42,Black,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
31/10/13,20:47:00,41.7330466,-72.6878918,49,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Traffic Control Signal
01/11/13,8:01:00,41.7746012,-72.6778713,38,Black,F,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Suspended License
01/11/13,8:29:00,41.7867811,-72.670213,31,Black,F,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Suspended License
01/11/13,9:34:00,41.7769773,-72.6833622,28,Black,M,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Other
01/11/13,10:13:00,41.7695119,-72.6833675,57,Black,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Registration
01/11/13,10:16:00,41.7681193,-72.6941078,33,Hispanic,M,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Suspended License
01/11/13,10:40:00,41.7544251,-72.687084,59,Hispanic,F,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Registration
01/11/13,10:41:00,41.7748456,-72.6767222,61,Black,M,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Other
01/11/13,11:09:00,41.7729305,-72.6768703,22,Black,M,FALSE,FALSE,FALSE,NA,TRUE,FALSE,TRUE,probable cause,Suspended License
01/11/13,11:44:00,41.7748748,-72.6783103,39,Hispanic,F,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Suspended License
01/11/13,13:17:00,41.7674809,-72.6761073,23,Hispanic,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Moving Violation
01/11/13,13:22:00,41.7683709,-72.6721328,24,White,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
01/11/13,13:41:00,41.7622209,-72.684577,64,Black,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Window Tint
01/11/13,13:45:00,41.7671574,-72.6757058,42,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
01/11/13,14:16:00,41.7616009,-72.6819514,31,White,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
01/11/13,17:20:00,41.7820787,-72.6979364,44,Black,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Other
01/11/13,19:42:00,41.7615638,-72.6879479,30,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Defective Lights
01/11/13,21:45:00,41.7805838,-72.6859055,44,Black,M,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Other
02/11/13,4:50:00,41.7881666,-72.6801755,25,Hispanic,F,FALSE,TRUE,FALSE,citation,TRUE,TRUE,TRUE,probable cause,Other
02/11/13,10:46:00,41.760026,-72.6761372,45,Hispanic,M,TRUE,FALSE,FALSE,arrest,FALSE,FALSE,FALSE,NA,Suspended License
02/11/13,21:30:00,41.7613099,-72.684336,25,Hispanic,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Other
02/11/13,22:14:00,41.7678739,-72.6749668,40,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
03/11/13,12:17:00,41.7544357,-72.6870839,38,Hispanic,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
04/11/13,9:05:00,41.7751005,-72.6864964,56,Black,M,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Traffic Control Signal
04/11/13,9:30:00,41.7521207,-72.7103628,41,Hispanic,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Display of Plates
04/11/13,9:40:00,41.752965,-72.6992104,31,Hispanic,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Stop Sign
04/11/13,9:54:00,41.7605662,-72.6833908,23,Black,F,TRUE,FALSE,FALSE,arrest,FALSE,FALSE,FALSE,NA,Suspended License
04/11/13,11:08:00,41.7451729,-72.6871991,28,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Other
04/11/13,11:43:00,41.76093,-72.681985,66,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
04/11/13,12:02:00,41.7611098,-72.6820053,45,Black,M,TRUE,FALSE,FALSE,arrest,FALSE,FALSE,FALSE,NA,Registration
04/11/13,12:05:00,41.7417147,-72.6831243,36,Hispanic,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Other
04/11/13,13:02:00,41.7468284,-72.6831891,58,Hispanic,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Registration
04/11/13,13:23:00,41.754598,-72.6731648,20,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
04/11/13,13:35:00,41.754598,-72.6731648,44,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
04/11/13,14:00:00,41.754598,-72.6731648,67,Hispanic,F,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Stop Sign
04/11/13,14:28:00,41.7607801,-72.6749012,33,Hispanic,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
04/11/13,14:35:00,41.7396475,-72.6757473,23,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Moving Violation
04/11/13,15:05:00,41.760667,-72.6746677,28,Hispanic,M,TRUE,FALSE,FALSE,arrest,FALSE,FALSE,FALSE,NA,Other
04/11/13,15:50:00,41.7754155,-72.6792069,51,White,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Other
04/11/13,16:45:00,41.7450079,-72.6820282,38,Hispanic,M,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Display of Plates
04/11/13,18:37:00,41.7566241,-72.6824856,26,Hispanic,F,TRUE,FALSE,FALSE,arrest,FALSE,FALSE,FALSE,NA,Other
04/11/13,19:16:00,41.7910825,-72.6687014,43,Black,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Traffic Control Signal
04/11/13,19:20:00,41.7505252,-72.6735296,36,Hispanic,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Stop Sign
05/11/13,7:43:00,41.7732839,-72.6871346,32,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Traffic Control Signal
05/11/13,8:15:00,41.7924419,-72.6660238,34,Black,F,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Suspended License
05/11/13,8:27:00,41.7908395,-72.6689282,54,White,M,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Other
05/11/13,8:52:00,41.772281,-72.6804648,42,Black,F,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Other
05/11/13,8:53:00,41.7754971,-72.6793231,30,Black,F,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Suspended License
05/11/13,9:32:00,NA,NA,32,Black,F,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Other
05/11/13,9:55:00,41.7825534,-72.6754926,59,Black,M,FALSE,FALSE,FALSE,NA,TRUE,FALSE,TRUE,probable cause,Suspended License
05/11/13,10:02:00,41.7892608,-72.7032102,20,Black,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Window Tint
05/11/13,10:25:00,41.7761729,-72.6882086,40,Black,M,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Registration
05/11/13,10:45:00,41.7583044,-72.7098777,59,Black,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Cell Phone
05/11/13,10:49:00,41.7771228,-72.6919583,51,White,F,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Other
05/11/13,10:50:00,41.786097,-72.7367189,31,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Moving Violation
05/11/13,10:51:00,41.7732435,-72.6804348,23,Black,M,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Display of Plates
05/11/13,11:00:00,41.752965,-72.6992104,66,Hispanic,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Stop Sign
05/11/13,12:06:00,41.7873611,-72.6544297,54,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
05/11/13,12:15:00,41.7663459,-72.6748922,42,White,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Other
05/11/13,12:20:00,41.7559664,-72.7064415,45,White,F,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Display of Plates
05/11/13,13:07:00,41.7677581,-72.6760494,51,White,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
05/11/13,13:15:00,41.7671574,-72.6757058,19,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
05/11/13,14:19:00,41.7564145,-72.665203,63,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
05/11/13,14:50:00,41.7564145,-72.665203,45,Hispanic,M,TRUE,FALSE,FALSE,arrest,FALSE,FALSE,FALSE,NA,Stop Sign
05/11/13,15:00:00,41.7581162,-72.6786581,55,White,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Traffic Control Signal
05/11/13,15:20:00,41.7434822,-72.6764387,76,White,M,FALSE,FALSE,TRUE,warning,TRUE,FALSE,TRUE,probable cause,Traffic Control Signal
05/11/13,15:26:00,41.7581162,-72.6786581,24,Hispanic,M,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Window Tint
05/11/13,18:07:00,41.7564216,-72.6736178,44,Black,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Traffic Control Signal
05/11/13,18:20:00,41.7350622,-72.67819,25,White,M,FALSE,TRUE,FALSE,citation,TRUE,FALSE,TRUE,probable cause,Traffic Control Signal
05/11/13,18:39:00,41.7932719,-72.6673742,31,Black,F,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Traffic Control Signal
05/11/13,18:55:00,41.7564216,-72.6736178,26,White,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Traffic Control Signal
05/11/13,19:33:00,41.7671542,-72.6925781,46,White,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Traffic Control Signal
06/11/13,7:47:00,41.7564145,-72.665203,47,Black,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
06/11/13,8:00:00,41.7568991,-72.6653309,52,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Registration
06/11/13,8:50:00,41.7621452,-72.6929076,36,Black,F,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Moving Violation
06/11/13,8:57:00,41.7499627,-72.6943429,57,Black,F,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Suspended License
06/11/13,9:00:00,41.7579544,-72.7076148,29,White,F,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Registration
06/11/13,9:11:00,NA,NA,31,Black,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Seatbelt
06/11/13,9:17:00,NA,NA,47,White,M,FALSE,FALSE,TRUE,warning,TRUE,FALSE,TRUE,probable cause,Speed Related
06/11/13,9:53:00,41.7887356,-72.6715188,28,Black,F,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Suspended License
06/11/13,10:08:00,41.7489141,-72.7043358,26,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
06/11/13,10:27:00,41.7868845,-72.6737373,44,Black,F,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Other
06/11/13,10:32:00,41.7889336,-72.6622053,67,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Moving Violation
06/11/13,10:44:00,41.7789449,-72.667648,31,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
06/11/13,10:47:00,41.785123,-72.6750307,33,Hispanic,F,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Other
06/11/13,11:14:00,41.7678479,-72.6815061,20,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Other
06/11/13,11:16:00,41.7837582,-72.6757875,53,Black,F,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Suspended License
06/11/13,11:16:00,41.7847211,-72.6631451,33,White,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
06/11/13,11:29:00,41.7761817,-72.6804772,22,Black,M,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Registration
06/11/13,11:32:00,41.7443042,-72.6841017,25,Hispanic,M,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Window Tint
06/11/13,11:51:00,41.7516284,-72.6979624,38,Hispanic,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Display of Plates
06/11/13,12:15:00,41.7637111,-72.6850932,48,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Traffic Control Signal
06/11/13,12:24:00,41.7473597,-72.6832633,34,Black,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Window Tint
06/11/13,12:30:00,41.7439538,-72.6825363,30,Hispanic,M,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Other
06/11/13,12:37:00,41.7491722,-72.6980016,37,Black,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Stop Sign
06/11/13,12:57:00,41.7671574,-72.6757058,77,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Moving Violation
06/11/13,13:14:00,NA,NA,33,White,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
06/11/13,13:20:00,NA,NA,30,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
06/11/13,13:23:00,41.7630881,-72.67513,38,Hispanic,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
06/11/13,13:37:00,41.7618117,-72.6745735,54,Black,M,TRUE,FALSE,FALSE,arrest,FALSE,FALSE,FALSE,NA,Registration
06/11/13,13:43:00,41.7663537,-72.6759001,22,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
06/11/13,14:10:00,41.7386125,-72.671506,39,White,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Window Tint
06/11/13,14:35:00,41.7396421,-72.6531701,25,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
06/11/13,14:54:00,41.7326232,-72.6730215,36,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Moving Violation
06/11/13,15:15:00,41.7614909,-72.6868637,27,White,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Moving Violation
06/11/13,15:20:00,41.7412746,-72.6612887,35,Black,F,FALSE,FALSE,TRUE,warning,TRUE,FALSE,TRUE,probable cause,Other
06/11/13,15:30:00,41.7412746,-72.6612887,62,White,M,FALSE,TRUE,FALSE,citation,TRUE,FALSE,TRUE,probable cause,Other
06/11/13,15:35:00,41.7370815,-72.6753277,33,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Moving Violation
06/11/13,15:45:00,41.7412746,-72.6612887,58,Hispanic,M,FALSE,TRUE,FALSE,citation,TRUE,FALSE,TRUE,probable cause,Cell Phone
06/11/13,15:55:00,41.7392992,-72.6825605,49,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
06/11/13,16:07:00,41.7383236,-72.6663854,60,White,M,FALSE,TRUE,FALSE,citation,TRUE,FALSE,TRUE,probable cause,Other
06/11/13,16:56:00,41.7409486,-72.6759931,18,White,M,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Window Tint
06/11/13,17:59:00,41.7574408,-72.6776999,57,Hispanic,M,FALSE,FALSE,TRUE,warning,TRUE,FALSE,TRUE,probable cause,Moving Violation
06/11/13,18:50:00,41.7935029,-72.6672709,56,Black,F,FALSE,FALSE,TRUE,warning,TRUE,FALSE,TRUE,probable cause,Other
06/11/13,19:30:00,41.7564254,-72.6749384,49,Black,F,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Defective Lights
06/11/13,20:30:00,41.741168,-72.6942719,25,White,M,FALSE,TRUE,FALSE,citation,TRUE,TRUE,TRUE,consent,Moving Violation
07/11/13,7:35:00,41.7611368,-72.6820023,73,White,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Traffic Control Signal
07/11/13,8:45:00,41.7713746,-72.6786761,68,White,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Moving Violation
07/11/13,9:45:00,41.7844688,-72.6847253,28,Black,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Other
07/11/13,10:01:00,41.7664945,-72.673198,29,Black,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Other
07/11/13,10:18:00,41.772106,-72.6709576,22,White,M,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Window Tint
07/11/13,10:37:00,41.7684426,-72.6860494,36,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Registration
07/11/13,10:40:00,41.7790101,-72.6892796,28,Black,F,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Other
07/11/13,10:40:00,41.7868633,-72.6958537,52,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
07/11/13,10:40:00,41.7889336,-72.6622053,52,Black,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Traffic Control Signal
07/11/13,10:45:00,41.7767577,-72.6819536,40,White,M,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Suspended License
07/11/13,10:59:00,41.7489522,-72.7128152,39,Black,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
07/11/13,11:00:00,41.7489522,-72.7128152,31,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
07/11/13,11:10:00,41.7489522,-72.7128152,33,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
07/11/13,11:12:00,41.7780932,-72.6850202,30,White,F,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Suspended License
07/11/13,11:14:00,41.7489522,-72.7128152,38,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
07/11/13,11:17:00,41.7726037,-72.6765511,49,Black,F,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Suspended License
07/11/13,11:18:00,41.7489522,-72.7128152,53,White,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
07/11/13,11:26:00,41.7568378,-72.6724264,46,Hispanic,M,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Other
07/11/13,11:30:00,41.7492399,-72.7118188,39,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
07/11/13,11:40:00,41.7489522,-72.7128152,47,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
07/11/13,11:48:00,41.7489522,-72.7128152,57,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
07/11/13,11:53:00,41.7489522,-72.7128152,55,Hispanic,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
07/11/13,11:55:00,41.7383236,-72.6663854,35,Black,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Traffic Control Signal
07/11/13,11:58:00,41.7489522,-72.7128152,41,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
07/11/13,12:01:00,41.7784208,-72.6862234,34,Black,F,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Suspended License
07/11/13,12:07:00,41.7796096,-72.6853537,34,Hispanic,M,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Other
07/11/13,12:26:00,41.7555039,-72.6755313,26,Hispanic,M,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Suspended License
07/11/13,12:30:00,41.7582851,-72.7075896,43,Hispanic,M,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Display of Plates
07/11/13,12:33:00,41.7663537,-72.6759001,49,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Traffic Control Signal
07/11/13,12:36:00,41.7845932,-72.6860562,32,Black,F,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Other
07/11/13,12:48:00,41.7664828,-72.6797584,39,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Traffic Control Signal
07/11/13,12:51:00,41.7547706,-72.6619618,32,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Other
07/11/13,13:06:00,41.7875629,-72.6629504,64,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Traffic Control Signal
07/11/13,13:07:00,41.7583228,-72.7060613,34,White,F,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Display of Plates
07/11/13,13:17:00,41.7564145,-72.665203,57,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
07/11/13,13:19:00,41.7879241,-72.6595459,21,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
07/11/13,14:12:00,41.7550326,-72.6773263,39,White,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Window Tint
07/11/13,14:23:00,41.7680352,-72.6750769,53,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Seatbelt
07/11/13,14:50:00,41.7365426,-72.6794968,49,Hispanic,M,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Stop Sign
07/11/13,15:20:00,41.740609,-72.6656612,44,Hispanic,M,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Traffic Control Signal
07/11/13,15:40:00,41.7383236,-72.6663854,45,Black,F,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Traffic Control Signal
07/11/13,15:43:00,41.7572848,-72.6773199,38,Hispanic,M,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Suspended License
07/11/13,17:00:00,41.7383236,-72.6663854,34,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Other
07/11/13,17:00:00,41.7383236,-72.6663854,34,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Other
07/11/13,18:58:00,41.7321894,-72.69976,48,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
07/11/13,19:12:00,41.7677987,-72.6754963,38,White,F,FALSE,TRUE,FALSE,citation,TRUE,FALSE,TRUE,probable cause,Traffic Control Signal
07/11/13,19:12:00,41.7321894,-72.69976,40,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Stop Sign
07/11/13,20:48:00,41.7847891,-72.6760751,41,Black,F,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,NA,Other
08/11/13,9:45:00,41.7580844,-72.6842127,37,Hispanic,F,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,Display of Plates
08/11/13,10:12:00,41.767421,-72.6731382,35,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
08/11/13,10:30:00,41.78414,-72.6930437,22,Black,M,TRUE,FALSE,FALSE,arrest,TRUE,TRUE,TRUE,consent,Other
08/11/13,10:37:00,41.7658043,-72.6733723,23,White,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Cell Phone
08/11/13,10:55:00,41.7765368,-72.6807747,62,White,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Traffic Control Signal
08/11/13,11:02:00,41.7554045,-72.6791031,29,Hispanic,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Registration
08/11/13,11:10:00,41.7766601,-72.672591,40,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
08/11/13,11:10:00,41.7636676,-72.6866503,22,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Traffic Control Signal
08/11/13,11:15:00,41.7766601,-72.672591,22,Black,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
08/11/13,11:15:00,41.7766601,-72.672591,62,Hispanic,M,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
08/11/13,11:17:00,41.7766601,-72.672591,33,Hispanic,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
08/11/13,11:23:00,41.7766601,-72.672591,41,Black,F,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,NA,Speed Related
